タスク名;開始時刻;終了時刻;左クリック;右クリック;打鍵回数;実行ファイル名;手動分類;候補1;候補2;候補3;自動推定
エクセル;2013/05/22 10:11:54;2013/05/22 10:12:00;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:12:00;2013/05/22 10:12:40;4;0;0;excel.exe:Microsoft Excel - 09_ＦＩＥＬＤ文（項目定義）の変換（画面）.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:12:40;2013/05/22 10:12:45;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:12:45;2013/05/22 10:13:06;4;0;0;excel.exe:Microsoft Excel - 09_ＦＩＥＬＤ文（項目定義）の変換（画面）.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:13:06;2013/05/22 10:13:34;6;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:13:34;2013/05/22 10:14:17;2;0;0;excel.exe:Microsoft Excel - 09_ＦＩＥＬＤ文（項目定義）の変換（画面）.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:14:17;2013/05/22 10:15:02;12;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:15:02;2013/05/22 10:20:03;17;0;3;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:20:03;2013/05/22 10:20:16;0;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:29:30;2013/05/22 10:30:04;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:30:04;2013/05/22 10:30:49;3;0;4;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:30:49;2013/05/22 10:30:50;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:30:50;2013/05/22 10:30:51;0;0;2;sakura.exe:TextEditorWindow;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:30:51;2013/05/22 10:30:53;1;0;0;sakura.exe:(無題)(更新) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:30:53;2013/05/22 10:30:58;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:30:58;2013/05/22 10:31:00;1;0;0;sakura.exe:(無題)(更新) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:31:00;2013/05/22 10:31:08;3;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:31:08;2013/05/22 10:31:13;2;0;0;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:31:13;2013/05/22 10:31:14;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:31:14;2013/05/22 10:32:08;12;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:32:08;2013/05/22 10:32:46;5;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:32:46;2013/05/22 10:35:04;12;2;57;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:35:04;2013/05/22 10:36:47;3;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:36:47;2013/05/22 10:36:51;2;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:36:51;2013/05/22 10:36:54;1;0;0;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:36:54;2013/05/22 10:36:58;3;0;1;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:36:58;2013/05/22 10:37:01;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:37:01;2013/05/22 10:37:02;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:37:02;2013/05/22 10:37:26;5;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:37:26;2013/05/22 10:37:49;2;0;3;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:37:49;2013/05/22 10:38:27;12;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:38:27;2013/05/22 10:38:29;1;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:38:29;2013/05/22 10:38:31;1;0;1;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:38:31;2013/05/22 10:38:35;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:38:35;2013/05/22 10:38:43;5;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:38:43;2013/05/22 10:38:49;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:38:49;2013/05/22 10:38:50;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:38:50;2013/05/22 10:38:52;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:38:52;2013/05/22 10:40:05;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:40:05;2013/05/22 10:42:11;0;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:42:17;2013/05/22 10:43:37;5;0;5;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:43:37;2013/05/22 10:43:38;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:43:38;2013/05/22 10:43:52;1;0;27;sakura.exe:(無題)(更新) - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:43:52;2013/05/22 10:43:53;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:43:53;2013/05/22 10:44:38;8;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:44:38;2013/05/22 10:44:40;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:44:40;2013/05/22 10:44:47;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:44:47;2013/05/22 10:44:48;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:44:48;2013/05/22 10:45:05;0;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:45:05;2013/05/22 10:45:24;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:45:25;2013/05/22 10:45:26;0;0;1;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:45:26;2013/05/22 10:45:31;2;0;1;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:45:31;2013/05/22 10:45:35;1;0;1;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:45:35;2013/05/22 10:48:40;3;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:49:33;2013/05/22 10:50:05;5;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:50:05;2013/05/22 10:50:59;10;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:50:59;2013/05/22 10:51:01;2;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:51:01;2013/05/22 10:51:02;1;0;0;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:51:02;2013/05/22 10:51:06;1;0;1;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:51:06;2013/05/22 10:51:12;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:51:12;2013/05/22 10:51:16;1;0;1;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:51:16;2013/05/22 10:51:57;5;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:51:57;2013/05/22 10:51:58;0;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:51:58;2013/05/22 10:52:00;2;0;1;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:52:00;2013/05/22 10:52:01;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:52:01;2013/05/22 10:52:12;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:52:12;2013/05/22 10:52:17;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:52:17;2013/05/22 10:53:41;11;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:53:41;2013/05/22 10:53:43;2;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:53:43;2013/05/22 10:53:45;2;0;1;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:53:45;2013/05/22 10:54:04;5;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:54:04;2013/05/22 10:54:08;1;0;1;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:54:08;2013/05/22 10:54:19;4;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:54:19;2013/05/22 10:54:21;2;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:54:21;2013/05/22 10:54:23;1;0;1;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:54:23;2013/05/22 10:54:25;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:54:25;2013/05/22 10:54:38;3;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:54:38;2013/05/22 10:54:45;1;0;1;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:54:45;2013/05/22 10:55:06;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 10:55:06;2013/05/22 10:55:28;3;0;2;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:55:28;2013/05/22 10:55:30;1;0;0;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 10:55:30;2013/05/22 10:55:34;1;0;1;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:55:34;2013/05/22 10:55:41;2;0;1;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 10:55:41;2013/05/22 10:55:45;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\最新\OGV1951 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 10:55:45;2013/05/22 10:56:48;10;0;0;excel.exe:Microsoft Excel - FieldInfo_OGV1951.txt;文書作成・確認;;;;文書作成・確認
